output_id,base_color_id,description,target_order,level_rank,level_index,offset_steps,offset_L,grey_L,grey_u,grey_v,delta_L,delta_U,delta_V,target_L,target_u,target_v,target_X,target_Y,target_Z,pred_r_float,pred_g_float,pred_b_float,pred_r_int,pred_g_int,pred_b_int,in_gamut,out_of_gamut_channels
11,10,"between YELLOW and GREEN, step 4 of 5",10,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,-10.461969785024724,54.18413014215614,62.988231990194976,-11.604895261458784,9.771126969669176,0.09866089204264615,0.11909789677105893,0.10467286113718972,140.27579985558987,156.04404743760824,137.53304148092866,140,156,138,True,0
12,11,"between YELLOW and GREEN, step 5 of 5",11,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,-18.557434321904815,50.61393602721401,62.988231990194976,-19.700359798338873,6.200932854727043,0.09406692843934802,0.11909789677105893,0.11282074579870496,132.33431576751173,157.62250553816557,140.95777111127973,132,158,141,True,0
13,12,GREEN handle,12,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,-25.74731563678954,45.457538179388806,62.988231990194976,-26.8902411132236,1.0445350069018389,0.0903740972042702,0.11909789677105893,0.1238215481273153,123.58241900335997,158.95858984440565,145.2087103575468,124,159,145,True,0
14,13,"between GREEN and CYAN, step 1 of 5",13,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,-31.865350191240655,39.06594328619317,62.988231990194976,-33.00827566767472,-5.347059886293799,0.08760890583960973,0.11909789677105893,0.13721766694179283,114.36887646093965,160.05059614777565,150.12449517846107,114,160,150,True,0
15,14,"between GREEN and CYAN, step 2 of 5",14,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,-36.84453482268064,31.752219713715025,62.988231990194976,-37.9874602991147,-12.660783458771942,0.08576775230812972,0.11909789677105893,0.15262483474907418,105.19333116710186,160.90848371386528,155.7991486787796,105,161,156,True,0
16,15,"between GREEN and CYAN, step 3 of 5",15,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,-40.67058549746014,23.774490191929065,62.988231990194976,-41.813510973894196,-20.638512980557902,0.08484279003628162,0.11909789677105893,0.16973893018807537,96.65250856429338,161.54868096113205,162.36762061715126,97,162,162,True,0
17,16,"between GREEN and CYAN, step 4 of 5",16,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,-43.350231054783066,15.34227033142028,62.988231990194976,-44.493156531217124,-29.070732841066686,0.08483542812364263,0.11909789677105893,0.18831367773687877,89.38467465341091,161.98944970965385,169.82032410800457,89,162,170,True,0
18,17,"between GREEN and CYAN, step 5 of 5",17,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,-44.89335593351362,6.630118031469099,62.988231990194976,-46.03628140994768,-37.78288514101787,0.0857615554565756,0.11909789677105893,0.2081296038422477,84.02355752885342,162.24498599767685,177.96782031655312,84,162,178,True,0
19,18,CYAN handle,18,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,-45.304008016666785,-2.208105599756771,62.988231990194976,-46.44693349310084,-46.62110877224374,0.0876521292625318,0.11909789677105893,0.22896074365180288,81.1617410928011,162.3190288245678,186.5153742581606,81,162,187,True,0
20,19,"between CYAN and BLUE, step 1 of 5",19,0,0,-5,-10.0,62.988231990194976,-1.14292547643406,-44.41300317248697,0.0,-44.57649568487186,-11.02590339150186,62.988231990194976,-45.71942116130592,-55.43890656398882,0.09055073466965902,0.11909789677105893,0.2505384802134152,81.30969375371933,162.1977849304676,195.15457168221474,81,162,195,True,0
