id,n_rows,X_target_mean,Y_target_mean,Z_target_mean,X_pred_mean,Y_pred_mean,Z_pred_mean,mae_xyz_mean
56,3,0.16345797828266728,0.1015736173426731,0.35067661607786,0.16543921828269958,0.10140323638916016,0.34428003430366516,0.0028494009092466695
57,3,0.06905911381662469,0.17802721557166837,0.02051489756189333,0.07245233654975891,0.1870887279510498,0.020094286650419235,0.004291782007996588
58,3,0.07170783008593336,0.0347482057887308,0.39997175511979477,0.06930312514305115,0.03324328735470772,0.39466363191604614,0.003072582193551309
59,3,0.11263381987273464,0.1071691048036826,0.009324712968573705,0.11592650413513184,0.10690011084079742,0.011881973594427109,0.0020396462837119207
60,3,0.17759821913615528,0.10204574294829614,0.1445855501720616,0.17909865081310272,0.10216526687145233,0.14830757677555084,0.0017806607345309533
61,3,0.14225727331826413,0.33888653827922766,0.04141056129666019,0.1374863237142563,0.3238101303577423,0.04213889688253403,0.00685856437045568
62,3,0.047691494900810594,0.06991691199222001,0.0064364664995319254,0.04513711854815483,0.0668235644698143,0.01036854274570942,0.003193266707079659
63,3,0.30087829318115367,0.283540531664416,0.2514344786319442,0.2929915487766266,0.28129902482032776,0.2523740828037262,0.0036892851401324604
64,3,0.08982917913218146,0.044152837895842144,0.06880216218816261,0.08896951377391815,0.041030652821063995,0.06564818322658539,0.002378609798206224
65,3,0.07409372294615592,0.13546610845813611,0.17648847384523977,0.0725434273481369,0.1343855857849121,0.18070851266384125,0.0022836190299481665
66,3,0.016121715071709036,0.010398548711058218,0.08652569067295225,0.017379654571413994,0.011766880750656128,0.08661622554063797,0.000905602135662859
67,3,0.12390230552396718,0.11769914853170112,0.1832975790543744,0.12260748445987701,0.11482571065425873,0.18739941716194153,0.002756699016366564
68,3,0.25616688432631657,0.14501840367205332,0.0025192983497257715,0.2484564483165741,0.1406935453414917,0.003153366968035698,0.004223120986204673
69,3,0.15333587515785665,0.29180942221020917,0.23930515043628597,0.15226298570632935,0.286978155374527,0.24475456774234772,0.003784524531090421
70,3,0.05879975317045117,0.0668913171923426,0.1387071113405599,0.057450901716947556,0.06440336257219315,0.14269904792308807,0.00260958088539375
71,3,0.22999269883873455,0.29567292939600637,0.029008718594164234,0.23378488421440125,0.29872018098831177,0.029074737802147865,0.0023367613953492812
